title,author,viaf_url,country,date_banned,source,note
"The Work, Wealth and Happiness of Mankind","Wells, H. G.",http://viaf.org/viaf/97006424,Ireland,1937,https://trove.nla.gov.au/newspaper/article/231085536?searchTerm=%22h.%20g.%20wells%22%20banned%20%20%20%20%20%20%20%20%20%20%20%20&searchLimits=,
The Martyr,"O'Flaherty, Liam",http://viaf.org/viaf/110057173,Ireland,1937,https://trove.nla.gov.au/newspaper/article/231085536?searchTerm=%22h.%20g.%20wells%22%20banned%20%20%20%20%20%20%20%20%20%20%20%20&searchLimits=,
Boy,"Hanley, James",http://viaf.org/viaf/310653538,England,1934,https://archive.org/details/literaturesuppre00sova_0/page/12/mode/2up,Seized and prosecuted
The Complete Works of Geoffrey Chaucer,"Chaucer, Geoffrey",http://viaf.org/viaf/100185203,USA,1873,https://onlinebooks.library.upenn.edu/banned-books.html,Comstock Act
Can Such Things Be?,"Bierce, Ambrose Gwinnett",http://viaf.org/viaf/232144783035948358100,USA,1918,https://onlinebooks.library.upenn.edu/banned-books.html,US War Department told the American Library Association to remove
Appointment in Samarra,"O'Hara, John",http://viaf.org/viaf/12429524,USA,1941,https://archive.org/details/literaturesuppre0000sova_k0j9/page/32/mode/2up,Declared as 'not mailable'
The Autobiography of Benjamin Franklin,"Franklin, Benjamin",http://viaf.org/viaf/56609913,USA,1957,https://archive.org/details/literaturesuppre0000sova_k0j9/page/34/mode/2up,Roth v United States
Dracula,"Stoker, Bram",http://viaf.org/viaf/17229847,England,1897,https://archive.org/details/literaturesuppre0000sova_k0j9/page/118/mode/2up,Not banned but deemed as offensive
Gargantua,"Rabelais, François",http://viaf.org/viaf/172635016,USA,1927,https://archive.org/details/literaturesuppre0000sova_k0j9/page/152/mode/2up,Import banned until 1930
Gone with the Wind,"Mitchell, Margaret",http://viaf.org/viaf/27068921,USA,1936,https://archive.org/details/literaturesuppre0000sova_k0j9/page/166/mode/2up,John Summer and the New York Society for the Suppression of Vice objected its publication
Of Mice and Men,"Steinbeck, John",http://viaf.org/viaf/96992551,Ireland,1953,https://archive.org/details/literaturesuppre0000sova_k0j9/page/238/mode/2up,
Of Time and the River: A Legend of Man's Hunger in His Youth,"Wolfe, Thomas",http://viaf.org/viaf/54155795,USA,1935,https://archive.org/details/literaturesuppre0000sova_k0j9/page/242/mode/2up,Not banned but suppressed
Marriage and Morals,"Russell, Bertrand",http://viaf.org/viaf/36924137,USA,1940,https://en.wikipedia.org/wiki/The_Bertrand_Russell_Case,Kay v. Board of Higher Ed. of City of New York
On Education,"Russell, Bertrand",http://viaf.org/viaf/36924137,USA,1940,https://en.wikipedia.org/wiki/The_Bertrand_Russell_Case,Kay v. Board of Higher Ed. of City of New York
What I Believe,"Russell, Bertrand",http://viaf.org/viaf/36924137,USA,1940,https://en.wikipedia.org/wiki/The_Bertrand_Russell_Case,Kay v. Board of Higher Ed. of City of New York
Education and the Modern World,"Russell, Bertrand",http://viaf.org/viaf/36924137,USA,1940,https://en.wikipedia.org/wiki/The_Bertrand_Russell_Case,Kay v. Board of Higher Ed. of City of New York
Anthony Adverse,"Allen, Hervey",http://viaf.org/viaf/56742955,Ireland,1933,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
And Quiet Flows the Don,"Sholokhov, Mikhail",http://viaf.org/viaf/94750009,Ireland,1939,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Amok: A Story,"Zweig, Stefan",http://viaf.org/viaf/19685936,Ireland,1931,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
American Earth,"Caldwell, Erskine Preston",http://viaf.org/viaf/46758305,Ireland,1931,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
"Cakes and Ale, or, the Skeleton in the Cupboard","Maugham, W. Somerset",http://viaf.org/viaf/66470937,Ireland,1930,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Chéri,"Colette, Sidonie-Gabrielle",http://viaf.org/viaf/68937443,Ireland,1920,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Common Sense and the Child,"Mannin, Ethel",http://viaf.org/viaf/109549388,Ireland,1931,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Eve's Doctor,"Toksvig, Signe",http://viaf.org/viaf/92737011,Ireland,1937,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Green Lion,"Hackett, Francis",http://viaf.org/viaf/76409292,Ireland,1936,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Honourable Estate: A Novel of Transition,"Brittain, Vera",http://viaf.org/viaf/17265870,Ireland,1936,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Little Essays of Love or Virtue,"Ellis, Havelock",http://viaf.org/viaf/41861098,Ireland,1922,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Men of Good Will,"Romains, Jules",http://viaf.org/viaf/37053052,Ireland,1932,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Impregnable Women,"Linklater, Eric",http://viaf.org/viaf/44337081,Ireland,1934,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Imperial City,"Rice, Elmer",http://viaf.org/viaf/12388721,Ireland,1937,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Back Street,"Hurst, Fannie",http://viaf.org/viaf/34585051,Ireland,1931,https://archive.org/details/sim_saturday-review_1939-03-18_19_21_0/page/n13/mode/2up,
Berlin Alexanderplatz,"Döblin, Alfred",http://viaf.org/viaf/51688166,USA,1929,https://medium.com/@sonderlingpress/have-you-read-any-of-these-banned-books-from-the-1920s-8fdc859c987b,
The Waste Land,"Eliot, T. S.",http://viaf.org/viaf/56609282,USA,1922,https://medium.com/@sonderlingpress/have-you-read-any-of-these-banned-books-from-the-1920s-8fdc859c987b,Not banned but suppressed
A Passage to India,"Forster, E. M.",http://viaf.org/viaf/31996364,USA,1924,https://medium.com/@sonderlingpress/have-you-read-any-of-these-banned-books-from-the-1920s-8fdc859c987b,Not banned but suppressed
Jude the Obscure,"Hardy, Thomas",http://viaf.org/viaf/54148778,England,1895,https://archive.org/details/literaturesuppre00sova_0/page/86/mode/2up,Removed from circulating libraries
Maggie: A Girl of the Streets,"Crane, Stephen",http://viaf.org/viaf/100175928,USA,1893,https://books.google.at/books?id=gDqsCQAAQBAJ&pg=PA2510&lpg=PA2510&dq=stephen+crane+banned+censor+comstock&source=bl&ots=_8B_0sHm3O&sig=ACfU3U22yaVrE9ZiK7bWZfajbc3q7iMPgw&hl=de&sa=X&ved=2ahUKEwjKp7Gm49qEAxVv8QIHHXpGAPs4ChDoAXoECAgQAw#v=onepage&q=stephen%20crane%20banned%20censor%20comstock&f=false,
More Pricks Than Kicks,"Beckett, Samuel",http://viaf.org/viaf/7386737,Ireland,1934,https://sites.nd.edu/irish-hesburgh/censorship/,
The Bright Temptation,"Clarke, Austin",http://viaf.org/viaf/54194438,Ireland,1932,https://sites.nd.edu/irish-hesburgh/censorship/,
My life and loves,"Harris, Frank",http://viaf.org/viaf/120702927,USA,1926,https://archive.org/details/literaturesuppre00sova_0/page/132/mode/2up,
Coming from the Fair,"Hoult, Norah",http://viaf.org/viaf/47124150,Ireland,1937,https://sites.nd.edu/irish-hesburgh/censorship/,
Ragged Banners,"Mannin, Ethel",http://viaf.org/viaf/109549388,Ireland,1931,https://sites.nd.edu/irish-hesburgh/censorship/,
Mary Lavelle,"O'Brien, Kate",http://viaf.org/viaf/14890496,Ireland,1936,https://sites.nd.edu/irish-hesburgh/censorship/,
Windfalls,"O'Casey, Sean",http://viaf.org/viaf/12319997,Ireland,1934,https://sites.nd.edu/irish-hesburgh/censorship/,
Dutch Interior,"O'Connor, Frank",http://viaf.org/viaf/39396585,Ireland,1940,https://sites.nd.edu/irish-hesburgh/censorship/,
Bird Alone,"Ó Faoláin, Seán",http://viaf.org/viaf/59087224,Ireland,1936,https://sites.nd.edu/irish-hesburgh/censorship/,
The House of Gold,"O'Flaherty, Liam",http://viaf.org/viaf/110057173,Ireland,1930,https://sites.nd.edu/irish-hesburgh/censorship/,
Going Native,"Gogarty, Oliver St. John",http://viaf.org/viaf/32004745,Ireland,1942,https://sites.nd.edu/irish-hesburgh/censorship/,
Julie,"Stuart, Francis",http://viaf.org/viaf/92675428,Ireland,1939,https://sites.nd.edu/irish-hesburgh/censorship/,
Dragon Seed,"Buck, Pearl S.",http://viaf.org/viaf/91868694,Ireland,1942,https://sites.nd.edu/irish-hesburgh/censorship/,
The Stars Look Down,"Cronin, A. J.",http://viaf.org/viaf/29726795,Ireland,1935,https://sites.nd.edu/irish-hesburgh/censorship/,
I'll Never Be Young Again,"Du Maurier, Daphne",http://viaf.org/viaf/24600806,Ireland,1942,https://sites.nd.edu/irish-hesburgh/censorship/,
"I, Claudius","Graves, Robert",http://viaf.org/viaf/68929835,Ireland,1936,https://sites.nd.edu/irish-hesburgh/censorship/,
Goodbye to Berlin,"Isherwood, Christopher",http://viaf.org/viaf/76317308,Ireland,1939,https://sites.nd.edu/irish-hesburgh/censorship/,
How Green Was My Valley,"Llewellyn, Richard",http://viaf.org/viaf/119593,Ireland,1940,https://sites.nd.edu/irish-hesburgh/censorship/,
Swann's Way (À la recherche du temps perdu 1),"Proust, Marcel",http://viaf.org/viaf/32001793,Ireland,1943,https://sites.nd.edu/irish-hesburgh/censorship/,
The Burning Cactus,"Spender, Stephen",http://viaf.org/viaf/39398656,Ireland,1936,https://sites.nd.edu/irish-hesburgh/censorship/,
The Blind Man's House,"Walpole, Hugh",http://viaf.org/viaf/76523409,Ireland,1942,https://sites.nd.edu/irish-hesburgh/censorship/,
Uncle Tom's Children,"Wright, Richard",http://viaf.org/viaf/34464524,Ireland,1958,https://sites.nd.edu/irish-hesburgh/censorship/,
The American Mercury,"Mencken, H. L.;Nathan, George Jean;Hazlitt, Henry;Angoff, Charles",,USA,1926,https://archive.org/details/censorshipinbost01chaf/page/6/mode/2up?q=mercury,Periodical
Porgy,"Heyward, DuBose",http://viaf.org/viaf/34476077,USA,1925,https://archive.org/details/censorshipinbost01chaf/page/8/mode/2up?q=strange,Cleaned of obscenity before it was allowed to be played on stage
High Winds,"Train, Arthur",http://viaf.org/viaf/18004591,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Blue Voyage,"Aiken, Conrad",http://viaf.org/viaf/71433883,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
The Irishman,"Ervine, St. John G.",http://viaf.org/viaf/57472715,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Circus Parade,"Tully, Jim",http://viaf.org/viaf/16099738,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Ladies in the Parlor,"Tully, Jim",http://viaf.org/viaf/16099738,USA,1934,https://archive.org/details/literaturesuppre00sova_0/page/98/mode/2up,
From Man to Man,"Schreiner, Olive",http://viaf.org/viaf/29554433,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Pilgrims,"Mannin, Ethel",http://viaf.org/viaf/109549388,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Nigger Heaven,"Van Vechten, Carl",http://viaf.org/viaf/5056030,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Power,"Feuchtwanger, Lion",http://viaf.org/viaf/54208418,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Twilight,"Keyserling, Hermann von",http://viaf.org/viaf/34458713,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Black April,"Peterkin, Julia Mood",http://viaf.org/viaf/51863295,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
The World of William Clissold,"Wells, H. G.",http://viaf.org/viaf/97006424,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Count Bruga,"Hecht, Ben",http://viaf.org/viaf/19678740,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Red Pavilion,"Gunther, John",http://viaf.org/viaf/66936494,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Crazy Pavements,"Nichols, Beverley",http://viaf.org/viaf/12324266,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Young Men in Love,"Arlen, Michael",http://viaf.org/viaf/19715803,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Dreams End,"Smith, Thorne",http://viaf.org/viaf/34665603,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Tomok the Sculptor,"Phillpotts, Eden",http://viaf.org/viaf/56811483,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
The Hard-Boiled Virgin,"Newman, Frances",http://viaf.org/viaf/45597573,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Antennae,"Footner, Hulbert",http://viaf.org/viaf/46894148,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
The Beadle,"Smith, Pauline",http://viaf.org/viaf/102378182,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Doomsday,"Deeping, Warwick",http://viaf.org/viaf/76774191,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Little Pitchers,"Glenn, Isa",http://viaf.org/viaf/23629021,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
The Allinghams,"Sinclair, May",http://viaf.org/viaf/42634131,USA,,https://archive.org/details/censorshipinbost01chaf/page/22/mode/2up,
Nightwood,"Barnes, Djuna",http://viaf.org/viaf/110217112,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,
Vile Bodies,"Waugh, Evelyn",http://viaf.org/viaf/68937142,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,Stopped import
The Dream Life of Balso Snell,"West, Nathanael",http://viaf.org/viaf/31963900,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,
Sleeveless Errand,"James, Norah C.",http://viaf.org/viaf/204039663,England,1929,https://archive.org/details/literaturesuppre00sova_0/page/174/mode/2up,
Orlando: A Biography,"Woolf, Virginia",http://viaf.org/viaf/39385478,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,
XLI Poems,"Cummings, E. E.",http://viaf.org/viaf/12306931,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,Suppressed
Boy,"Hanley, James",http://viaf.org/viaf/310653538,England,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,Suppressed
Hagar Revelly,"Goodman, Daniel Carson",http://viaf.org/viaf/103235889,USA,1913,https://scholarship.law.duke.edu/lcp/vol20/iss4/6,U.S. v. Kennerley
The Beggar's Opera,"Gay, John",http://viaf.org/viaf/2480890,England,1728,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/20/mode/2up?view=theater,Deemed offensive
The Breaking Point,"Garnett, Edward",http://viaf.org/viaf/27143378,England,1907,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/30/mode/2up?view=theater,Rejected and censored
The Cenci,"Shelley, Percy Bysshe",http://viaf.org/viaf/95159449,England,1819,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/46/mode/2up?view=theater,Banned from performing for 60 years
The Entertainer,"Osborne, John",http://viaf.org/viaf/100954367,USA,1957,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/90/mode/2up?view=theater,Banned by censors
Ghosts,"Ibsen, Henrik",http://viaf.org/viaf/71378383,England,1882,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/98/mode/2up?view=theater,Would not be licensed until later on
God of Vengeance,"Asch, Sholem",http://viaf.org/viaf/56628030,USA,1922,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/102/mode/2up?view=theater,Convicted due to lesbianism
Hannele: A Dream Poem in Two Acts,"Hauptmann, Gerhart",http://viaf.org/viaf/71404832,England,1902,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/112/mode/2up?view=theater,Not banned but censored
The Happy Land,"Gilbert, W. S.",http://viaf.org/viaf/22191447,England,1873,First licensed and then banned
Hernani,"Hugo, Victor",http://viaf.org/viaf/9847974,France,1830,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/120/mode/2up?view=theater,
Monna Vanna,"Maeterlinck, Maurice",http://viaf.org/viaf/2473791,England,1902,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/184/mode/2up?view=theater,
Oedipus Rex,Sophocles,http://viaf.org/viaf/101760867,England,1912,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/192/mode/2up?view=theater,Banned until 1912
Trio,"Baker, Dorothy",http://viaf.org/viaf/14890682,USA,1944,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/292/mode/2up?view=theater,Censored and Suppressed
The Playboy of the Western World,"Synge, John Millington",http://viaf.org/viaf/44305889,England,1907,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/206/mode/2up?view=theater&q=playboy,Performance stopped and suppressed
Waiting for Lefty,"Odets, Clifford",http://viaf.org/viaf/41855534,USA,1935,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/308/mode/2up?view=theater,Banned in several cities due to communist sentiments
Waste: A Play in Four Acts,"Granville-Barker, Harley",http://viaf.org/viaf/12354552,England,1907,https://archive.org/details/bannedplayscenso0000sova_z0e4/page/310/mode/2up?view=theater,
Prostitution in Europe,"Flexner, Abraham",http://viaf.org/viaf/24735888,,,,
Maggie: A Girl of the Streets,"Crane, Stephen",http://viaf.org/viaf/100175928,USA,,https://www.jstor.org/stable/26300791,Deemed disturbing
Vandover and the Brute,"Norris, Frank",http://viaf.org/viaf/12341457,,,,
The Apes of God,"Lewis, Wyndham",http://viaf.org/viaf/41843119,,,,
"The Complete Works of Ralph Waldo Emerson: Comprising his Essays, Lectures, Poems, and Orations","Emerson, Ralph Waldo",http://viaf.org/viaf/27079964,,,,Banned from Harvard
,Jack London,http://viaf.org/viaf/46764200,,,,
The Companionate Marriage,"Lindsey, Ben B.;Evans, Wainwright",,,,,
Bottom Dogs,"Dahlberg, Edward",http://viaf.org/viaf/46803114,,,,
Proletarian Literature in the United States: An Anthology,"Calmer, Alan;Gold, Michael;Hicks, Granville;North, Joseph;Peters, Paul;Schneider, Isidor",,,,,
A Poet's Life,"Monroe, Harriet",http://viaf.org/viaf/100977139,,,,
Cantleman’s Spring-Mate,,,,,,
The Art of Being Ruled,"Lewis, Wyndham",http://viaf.org/viaf/41843119,,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,images of autopsied bodies
Beyond the Pleasure Principle,"Freud, Sigmund",http://viaf.org/viaf/34456780,USA,,https://doi.org/10.1093/acprof:oso/9780199680986.001.0001,
After Such Pleasures,"Parker, Dorothy",http://viaf.org/viaf/7395211,,,,
End as a Man,"Willingham, Calder",http://viaf.org/viaf/27120361,USA,1948,https://www.casemine.com/judgement/us/5914a191add7b0493468af5b,People V. Vanguard Press 1948
The Negro in Our History,"Woodson, Carter Godwin",http://viaf.org/viaf/19770339,,,,
"Negro Americans, What Now?","Johnson, James Weldon",http://viaf.org/viaf/9866919,,,,
Negro: An Anthology,"Cunard, Nancy",http://viaf.org/viaf/2594728,,,,
Diary of a Soviet Marriage,"Romanov, Panteleimon",http://viaf.org/viaf/40177898,,,,
The Story of Doctor Dolittle,"Lofting, Hugh",http://viaf.org/viaf/14980332,,,https://archive.org/details/literaturesuppre0000sova_k0j9/page/110/mode/2up,
The 42nd Parallel,"Dos Passos, John",http://viaf.org/viaf/41839211,USA,1938,https://doi.org/10.25364/27.2:2022.2.6,
Irene's Cunt,"Aragon, Louis",http://viaf.org/viaf/8178518,USA,,https://press.princeton.edu/books/hardcover/9780691141619/the-marquis-de-sade-and-the-avant-garde,
Leninism,"Stalin, Joseph",http://viaf.org/viaf/101787139,USA,,,surely banned but need to check
The Necessity of Communism,"Murry, John Middleton",http://viaf.org/viaf/15229,USA,,,surely banned but need to check